table_no,record_name,title,year,author_st,taxonomic_group_st,issue,latin_family_name,latin_name,danish_genus_name,danish_family_name,danish_species_epithet,copyright
1448,floradanica_1448.tif,Dipsacus pilosus L.,1813,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 25,Dipsacaceae,Dipsacus pilosus L.,Kartebolle,Kartebollefamilien,Håret,free
1449,floradanica_1449.tif,Potamogeton coloratus Horn.,1813,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 25,Potamogetonaceae,Potamogeton coloratus Hornem.,Vandaks,Vandaksfamilien,Vejbred-,free
1450,floradanica_1450.tif,Potamogeton fluitans Horn.,1813,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 25,Potamogetonaceae,Potamogeton alpinus Balb.,Vandaks,Vandaksfamilien,Rust-,free
1451,floradanica_1451.tif,Potamogeton pusillus L.,1813,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 25,Potamogetonaceae,Potamogeton panormitanus Biv.,Vandaks,Vandaksfamilien,Spinkel,free
1452,floradanica_1452.tif,Hyoscyamus niger L.,1813,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 25,Solanaceae,Hyoscyamus niger L.,Bulmeurt,Natskyggefamilien,,free
1453,floradanica_1453.tif,Viola canina Horn.,1813,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 25,Violaceae,Viola riviniana Reichenb.,Viol,Violfamilien,Krat-,free
1454,floradanica_1454.tif,Oenanthe pimpinelloides Horn.,1813,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 25,Apiaceae,Oenanthe lachenalii C.C.Gmelin,Klaseskærm,Skærmblomstfamilien,Eng-,free
1455,floradanica_1455.tif,Allium Scorodoprasum L.,1813,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 25,Liliaceae,Allium scorodoprasum L.,Løg,Liljefamilien,Skov-,free
1456,floradanica_1456.tif,Allium oleraceum L.,1813,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 25,Liliaceae,Allium oleraceum L.,Løg,Liljefamilien,Vild,free
1457,floradanica_1457.tif,Sedum acre L.,1813,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 25,Crassulaceae,Sedum acre L.,Stenurt,Stenurtfamilien,Bidende,free
1458,floradanica_1458.tif,Rosa villosa Horn.,1813,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 25,Rosaceae,Rosa sp.,Rose,Rosenfamilien,,free
1459,floradanica_1459.tif,Ranunculus Philonotis Ehrh.,1813,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 25,Ranunculaceae,Ranunculus sardous Crantz,Ranunkel,Ranunkelfamilien,Stivhåret,free
1460,floradanica_1460.tif,Draba aurea Vahl.,1813,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 25,Brassicaceae,Draba aurea M.Vahl.,Draba,Korsblomstfamilien,Sol-,free
1461,floradanica_1461.tif,Alyssum incanum L.,1813,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 25,Brassicaceae,Berteroa incana (L.) DC.,Kløvplade,Korsblomstfamilien,,free
1462,floradanica_1462.tif,Cardamine hastulata Sowerb.,1813,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 25,Brassicaceae,Cardaminopsis petraea (L.) Hiitonen,Sandkarse,Korsblomstfamilien,Klippe-,free
1463,floradanica_1463.tif,Lathyrus tuberosus L.,1813,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 25,Fabaceae,Lathyrus tuberosus L.,Fladbælg,Ærteblomstfamilien,Knold-,free
1464,floradanica_1464.tif,Vicia dumetorum L.,1813,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 25,Fabaceae,Vicia dumetorum L.,Vikke,Ærteblomstfamilien,Krat-,free
1465,floradanica_1465.tif,Carex cyperoides L.,1813,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 25,Cyperaceae,Carex bohemica Schreber,Star,Halvgræsfamilien,Fladaks-,free
1466,floradanica_1466.tif,Carex digitata L.,1813,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 25,Cyperaceae,Carex digitata L.,Star,Halvgræsfamilien,Finger-,free
1467,floradanica_1467.tif,Betula alba L.,1813,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 25,Betulaceae,Betula pubescens Ehrh.,Birk,Birkefamilien,Dun-,free
1468,floradanica_1468.tif,Corylus Avellana L.,1813,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 25,Corylaceae,Corylus avellana L.,Hassel,Hasselfamilien,,free
1469,floradanica_1469.tif,Equisetum Telmateja Ehrh.,1813,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 25,Equisetaceae,Equisetum telmateia Ehrh.,Padderok,Padderokfamilien,Elfenbens-,free
1470,floradanica_1470.tif,Leskea elongata Web. et M.,1813,J. W. Hornemann,Mosser,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 25,,Webera elongata (Hedw.) Br. et Sch. (Pohlia Hedw.),,,,free
1471,floradanica_1471.tif,Meesia dealbata Sw. / Meesia uliginosa Web. et M.,1813,J. W. Hornemann,Mosser,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 25,,Amblyodon dealbatus (Dicks.) P. B.,,,,free
1472,floradanica_1472.tif,"Spiloma tumidulum Ach. / Lecidea Ehrhartiana [beta], polytropa Ach.",1813,J. W. Hornemann,Laver,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 25,,Arthonia cinnabarina Wallr.(?),,,,free
1473,floradanica_1473.tif,"Lecidea parasema [epsilon], punctata Ach. / Lecidea sanguinaria Ach.",1813,J. W. Hornemann,Laver,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 25,,Lecidea elaeochroma var. achrista Smrf.(?),,,,free
1474,floradanica_1474.tif,Gyrophora hyperborea (Hffm.) Ach.,1813,J. W. Hornemann,Laver,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 25,,,,,,free
1475,floradanica_1475.tif,Collema Burgessii Ach.,1813,J. W. Hornemann,Laver,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 25,,Collema tenax Ach.,,,,free
1476,floradanica_1476.tif,Fucus Brodiaei Turn.,1813,J. W. Hornemann,Alger,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 25,,Phyllophora Brodiaei (Turn.) J. Ag.,,,,free
1477,floradanica_1477.tif,Fucus Bangii Horn.,1813,J. W. Hornemann,Alger,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 25,,Phyllophora Bangii (Horn.) Fries (Sphaerococcus Ag.).,,,,free
1478,floradanica_1478.tif,Fucus pinnatifidus Turn.,1813,J. W. Hornemann,Alger,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 25,,Laurencia pinnatifida (Turn.) Lmrx.,,,,free
1479,floradanica_1479.tif,Fucus scorpioides Horn.,1813,J. W. Hornemann,Alger,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 25,,Ascophyllum nodosum (L.) le Jol. var. scorpioides J. Ag.,,,,free
1480,floradanica_1480.tif,Ulva compressa L. / Ulva filiformis Huds.,1813,J. W. Hornemann,Alger,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 25,,Enteromorpha compressa (L.) Link.,,,,free
1481,floradanica_1481.tif,Ceramium pennatum Roth.,1813,J. W. Hornemann,Alger,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 25,,Chaetopteris plumosa (Lgb.) Kütz.,,,,free
1482,floradanica_1482.tif,Ceramium virgatum Roth.,1813,J. W. Hornemann,Alger,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 25,,Ceramium rubrum (Huds.) Ag.,,,,free
1483,floradanica_1483.tif,Conferva Melagonium Web. et M. / Prolifera vesicata Vauch.,1813,J. W. Hornemann,Alger,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 25,,Chaetomorpha Linum (F.D.) Kütz.(?),,,,free
1484,floradanica_1484.tif,Conferva confervicola Dillw. / Conferva fucicola Dillw.,1813,J. W. Hornemann,Alger,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 25,,Calothrix confervicola (Dillw.) Ag.,,,,free
1485,floradanica_1485.tif,Conferva Chthonoplastes Mert.,1813,J. W. Hornemann,Alger,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 25,,"Microcoleus Chthonoplastes (Mert.) Thur. (Oscillatoria Hf. Bang, Lgb.).",,,,free
1486,floradanica_1486.tif,Conferva mutabilis Roth. / Conferva cirrhosa Roth.,1813,J. W. Hornemann,Alger,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 25,,Draparnaldia plumosa (Vauch.) Ag.,,,,free
1487,floradanica_1487.tif,Conferva flocculosa Roth. / Ceramium tomentosum Roth.,1813,J. W. Hornemann,Alger,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 25,,Tabellaria flocculosa (Roth.) Kütz.(?),,,,free
1488,floradanica_1488.tif,Rivularia dura Roth. / Rivularia endiviaefolia Rth.,1813,J. W. Hornemann,Alger,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 25,,Gloeotrichia Pisum (Ag.) Thur.,,,,free
1489,floradanica_1489.tif,Ulva furfuracea Mert.,1813,J. W. Hornemann,Alger,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 25,,Prasiola furfuracea (Mert.) Menegh.,,,,free
1490,floradanica_1490.tif,Cyathus Crucibulum (Pers.) Horn. / Peziza callosa Schum.,1813,J. W. Hornemann,Svampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 25,,Cyathus Crucibulum Hoffm.,,,,free
1491,floradanica_1491.tif,Sphaeria appendiculata Schum. / Sphaeria coccinea Pers.,1813,J. W. Hornemann,Svampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 25,,Nectria Ribis (Tod.).,,,,free
1492,floradanica_1492.tif,Sclerotium fasciculatum Schum.,1813,J. W. Hornemann,Svampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 25,,"Non vegetabile, sed gallae Insecti (Neuropterus Malpighii Hartig).",,,,free
1493,floradanica_1493.tif,Physarum connatum var. sessilis Sch. / Lycogala plumbea Schum.,1813,J. W. Hornemann,Slimsvampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 25,,Physarum album Fr.(?),,,,free
1494,floradanica_1494.tif,Arcyria atra Schum.,1813,J. W. Hornemann,Slimsvampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 25,,Enerthenema papillata (Pers.) Cooke.,,,,free
1495,floradanica_1495.tif,Trichoderma viride Schum.,1813,J. W. Hornemann,Svampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 25,,Hypocreae rufae status conidiifer Rostr.,,,,free
1496,floradanica_1496.tif,Agaricus Vahlii Schum.,1813,J. W. Hornemann,Svampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 25,,Agaricus (Pholiota) aureus Mattuschk. var. Vahlii Fr.,,,,free
1497,floradanica_1497.tif,Agaricus repandus Schum.,1813,J. W. Hornemann,Svampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 25,,Agaricus (Hebeloma) sinapizans Fr. var.,,,,free
1498,floradanica_1498.tif,Agaricus galericulatus Schum.,1813,J. W. Hornemann,Svampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 25,,Agaricus (Mycena) polygrammus Bull.,,,,free
1499,floradanica_1499.tif,Agaricus picaceus Pers.,1813,J. W. Hornemann,Svampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 25,,Coprinus picaceus (Bull) Fr.,,,,free
1500,floradanica_1500.tif,Hydnum imbricatum L.,1813,J. W. Hornemann,Svampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 25,,,,,,free
1501,floradanica_1501.tif,"Zostera marina [beta], augustifolia Horn.",1816,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 26,Zosteraceae,Zostera angustifolia (Hornem.) Reichenb.,Bændeltang,Bændeltangfamlien,Smalbladet,free
1502,floradanica_1502.tif,Eriophorum Scheuchzeri Hopp.,1816,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 26,Cyperaceae,Eriophorum scheuchzeri Hoppe,Kæruld,Halvgræsfamilien,Polar-,free
1503,floradanica_1503.tif,Schoenus ferrugineus L.,1816,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 26,Cyperaceae,Schoenus ferrugineus L.,Skæne,Halvgræsfamilien,Rust-,free
1504,floradanica_1504.tif,Scirpus rufus Schrad. (Schoenus Sm.),1816,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 26,Cyperaceae,Blysmus rufus (Hudson) Link,Kogleaks,Halvgræsfamilien,Rødbrun,free
1505,floradanica_1505.tif,Agrostis algida (Sol.) Wahlenb.,1816,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 26,Poaceae,Phippsia algida (Sol.) R.Br.,Snegræs,Græsfamilien,Almindelig,free
1506,floradanica_1506.tif,Sessleria coerulea (L.) Ard.,1816,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 26,Poaceae,Sesleria caerulea (L.) Ard.,Blåaks,Græsfamilien,Kalk-,free
1507,floradanica_1507.tif,Avena flavescens L.,1816,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 26,Poaceae,Trisetum flavescens (L.) Beauv.,Guldhavre,Græsfamilien,Almindelig,free
1508,floradanica_1508.tif,Holcus alpinus Sw.,1816,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 26,Poaceae,Hierochloë alpina (Willd.) Roemer & Schultes,Festgræs,Græsfamilien,Fjeld-,free
1509,floradanica_1509.tif,Galium ulignosum L.,1816,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 26,Rubiaceae,Galium uliginosum L.,Snerre,Krapfamilien,Sump-,free
1510,floradanica_1510.tif,Tillaea prostrata Horn.(T.aquatica Schk.),1816,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 26,Crassulaceae,Crassula aquatica (L.) Schönl.,Korsarve,Stenurtfamilien,,free
1511,floradanica_1511.tif,Primula egaliksensis Wormskj.,1816,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 26,Primulaceae,Primula egaliksensis Wormsk.,Kodriver,Kodriverfamilien,Grønlandsk,free
1512,floradanica_1512.tif,Campanula uniflora L.,1816,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 26,Campanulaceae,Campanula uniflora L.,Klokke,Klokkefamilien,Enblomstret,free
1513,floradanica_1513.tif,Laserpitium latifolium L.,1816,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 26,Apiaceae,Laserpitium latifolium L.,Foldfrø,Skærmblomstfamilien,Bredbladet,free
1514,floradanica_1514.tif,Sium repens L.,1816,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 26,Apiaceae,Apium repens (Jacq.) Lag.,Sumpskærm,Skærmblomstfamilien,Krybende,free
1515,floradanica_1515.tif,Uvularia amplexifolia L. (Streptopus distortus Michx.).,1816,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 26,Liliaceae,Streptopus amplexifolius (L.) DC.,Fjeldkonval,Liljefamilien,,free
1516,floradanica_1516.tif,Vaccinium pubescens Wormskj.,1816,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 26,Ericaceae,Vaccinium uliginosum L. ssp. alpinum (Bigelow) Hultén,Mosebølle,Lyngfamilien,Småbladet,free
1517,floradanica_1517.tif,Saxifraga tridactylites L.,1816,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 26,Saxifragaceae,Saxifraga tridactylites L.,Stenbræk,Stenbrækfamilien,Trekløft-,free
1518,floradanica_1518.tif,Arenaria Gieseckii Horn.,1816,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 26,Caryophyllaceae,Minuartia rubella (Wahlenb.) Hiern.,Norel,Nellikefamilien,Rødlig,free
1519,floradanica_1519.tif,Coptis trifolia Salisb. (Helleborus L.).,1816,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 26,Ranunculaceae,Coptis trifolia (L.) Salisb.,Gyldentråd,Ranunkelfamilien,,free
1520,floradanica_1520.tif,Alyssum arcticum Wormskj.,1816,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 26,Brassicaceae,Lesquerella arctica (Wormsk.) S. Watson,Kugleskulpe,Korsblomstfamilien,Arktisk,free
1521,floradanica_1521.tif,Lotus uliginosus Schk.,1816,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 26,Fabaceae,Lotus uliginosus Schkuhr ssp. uliginosus,Kællingetand,Ærteblomstfamilien,Sump-,free
1522,floradanica_1522.tif,Picris hieracioides L.,1816,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 26,Asteraceae,Picris hieracioides L.,Bittermælk,Kurvblomstfamilien,Ru,free
1523,floradanica_1523.tif,Apargia Taraxaci (L.) Sm.,1816,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 26,Asteraceae,Leontodon autumnalis L. var. taraxaci (Sm.)?,Borst,Kurvblomstfamilien,Nordlig,free
1524,floradanica_1524.tif,Arnica angustifolia Vahl.,1816,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 26,Asteraceae,Arnica angustifolia M. Vahl in Hornem.,Guldblomme,Kurvblomstfamilien,Arktisk,free
1525,floradanica_1525.tif,Malaxis monophylla Sw. (Ophrys L.).,1816,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 26,Orchidaceae,Malaxis monophyllos (L.) Swartz,Hjertelæbe,Gøgeurtfamilien,Enbladet,free
1526,floradanica_1526.tif,Carex muricata L. (?),1816,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 26,Cyperaceae,Carex sp.,Star,Halvgræsfamilien,,free
1527,floradanica_1527.tif,Carex praecox Jacq.,1816,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 26,Cyperaceae,Carex caryophyllea Latourr.,Star,Halvgræsfamilien,Vår-,free
1528,floradanica_1528.tif,Carex Wormskjoldiana Horn.,1816,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 26,Cyperaceae,Carex scirpoidea Michx.,Star,Halvgræsfamilien,Kolbe-,free
1529,floradanica_1529.tif,Carex Bellardi All. (Kobresia scirpina) Horn.,1816,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 26,Cyperaceae,Carex gynocrates Wormskj.,Star,Halvgræsfamilien,Fåhannet,free
1530,floradanica_1530.tif,Carex subspathacea Wormskj.,1816,J. W. Hornemann,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 26,Cyperaceae,Carex subspathacea Wormsk.,Star,Halvgræsfamilien,Hylster-,free
1531,floradanica_1531.tif,Sphagnum acutifolium Web. et M.,1816,J. W. Hornemann,Mosser,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 26,,,,,,free
1532,floradanica_1532.tif,Gymnostomum Hedwigia Web. et M.,1816,J. W. Hornemann,Mosser,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 26,,Hedwigia ciliata (Dicks.) Ehrh.,,,,free
1533,floradanica_1533.tif,Dicranum undulatum Ehrh. / Dicranum flagellare Horn.,1816,J. W. Hornemann,Mosser,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 26,,Dicranum fuscescens Turn. var. flexicaulis (Brid.).,,,,free
1534,floradanica_1534.tif,Bryum carneum L. / Weissia acuta Hedw.,1816,J. W. Hornemann,Mosser,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 26,,Webera carnea (L.) Schimp.?,,,,free
1535,floradanica_1535.tif,Bryum turbinatum Sw.,1816,J. W. Hornemann,Mosser,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 26,,Bryum bimum Schreb. (v. Bryum pallens Sw.)?,,,,free
1536,floradanica_1536.tif,Hypnum Seligeri Brid.,1816,J. W. Hornemann,Mosser,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 26,,Plagiothecium striatellum (Brid.) Lindb.,,,,free
1537,floradanica_1537.tif,Lecanora candelaria Horn.,1816,J. W. Hornemann,Laver,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 26,,"Xanthoria lychnea [alfa], pygmea Th. Fr.? Thallus sterilis.",,,,free
1538,floradanica_1538.tif,"Lecidea luteo-alba [gamma], pyracea Ach. / Verrucaria glabrata Ach.?",1816,J. W. Hornemann,Laver,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 26,,Caloplaca pyracea (Ach.) Th. Fr.,,,,free
1539,floradanica_1539.tif,Patellaria calcarea Hffm.,1816,J. W. Hornemann,Laver,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 26,,Aspicilia gibbosa (L.) Körb.(?),,,,free
1540,floradanica_1540.tif,Cetraria nivalis (L.) Ach.,1816,J. W. Hornemann,Laver,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 26,,,,,,free
1541,floradanica_1541.tif,Lecidea fusco-lutea Ach.,1816,J. W. Hornemann,Laver,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 26,,Lopadium fusco-luteum (Dicks.) Mudd.,,,,free
1542,floradanica_1542.tif,Fucus Agarum Turn.,1816,J. W. Hornemann,Alger,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 26,,Agarum Turneri Post et Rupr.,,,,free
1543,floradanica_1543.tif,Fucus subfuscus Turn.,1816,J. W. Hornemann,Alger,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 26,,Rhodomela subfusca (Turn.) Ach.,,,,free
1544,floradanica_1544.tif,Fucus rotundus Turn. / Fucus lumbricalis Horn.,1816,J. W. Hornemann,Alger,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 26,,Polyides rotundus (Gmel.) Grev.,,,,free
1545,floradanica_1545.tif,Conferva fibrillosa Dilln.,1816,J. W. Hornemann,Alger,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 26,,Polysiphonia fibrillosa (Dillw.) Grev.,,,,free
1546,floradanica_1546.tif,Ceramium tuberculosum Roth.,1816,J. W. Hornemann,Alger,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 26,,Chordaria tuberculosa (Horn.) Lgb. (Castagnea J. Ag.),,,,free
